EH12,55.9414,-3.27379
EH13,55.9086,-3.24256
EH14,55.9115,-3.28091
EH15,55.9471,-3.11303
EH16,55.9237,-3.15171
EH17,55.9074,-3.14418
EH18,55.8766,-3.12166
EH19,55.8725,-3.10509
EH20,55.8786,-3.15424
EH21,55.939,-3.04705
EH22,55.8854,-3.06148
EH23,55.8408,-3.05186
EH24,55.851,-3.13514
EH25,55.8584,-3.17795
EH26,55.8329,-3.22398
EH27,55.8908,-3.42471
EH28,55.9286,-3.4031
EH29,55.9569,-3.39547
EH30,55.9828,-3.37905
EH31,56.0378,-2.8208
EH32,55.9664,-2.95309
EH33,55.9418,-2.94506
EH34,55.9106,-2.88532
EH35,55.9115,-2.94427
EH36,55.8556,-2.85332
EH37,55.8634,-2.96621
EH38,55.7851,-2.9619
EH39,56.048,-2.73296
EH40,55.9914,-2.65185
EH41,55.9495,-2.7771
EH42,55.9939,-2.52448
EH43,55.6239,-3.01165
EH44,55.6209,-3.07053
EH45,55.6542,-3.1905
EH46,55.7342,-3.34358
EH47,55.8607,-3.66433
EH48,55.8985,-3.66064
EH49,55.9768,-3.60277
EH51,56.0116,-3.60539
EH52,55.9362,-3.48905
EH53,55.8938,-3.47756
EH54,55.892,-3.52483
EH55,55.8483,-3.57408
EH91,55.9272,-3.2907
EH95,55.9786,-3.25352
EH99,55.9519,-3.19475
EN1,51.6532,-0.070678
EN2,51.6585,-0.0917041
EN3,51.6582,-0.0416904
EN4,51.648,-0.162794
EN5,51.6484,-0.190769
EN6,51.699,-0.179747
EN7,51.7082,-0.0645231
EN8,51.6964,-0.0332458
EN9,51.6946,0.0103813
EN10,51.7409,-0.0211263
EN11,51.7639,-0.00932631
EN77,,
EX1,50.7266,-3.51084
EX2,50.7115,-3.51545
EX3,50.6937,-3.45966
EX4,50.7302,-3.52651
EX5,50.7549,-3.43762
EX6,50.6757,-3.59279
EX7,50.5859,-3.471
EX8,50.6285,-3.40313
EX9,50.6389,-3.32366
EX10,50.692,-3.24574
EX11,50.7471,-3.28868
EX12,50.7067,-3.08126
EX13,50.7738,-3.02545
EX14,50.811,-3.20018
EX15,50.8755,-3.34565
EX16,50.9205,-3.49091
EX17,50.8102,-3.70172
EX18,50.9017,-3.88662
EX19,50.876,-3.99963
EX20,50.7509,-4.01532
EX21,50.8036,-4.20909
EX22,50.8266,-4.3668
EX23,50.8249,-4.53437
EX24,50.7375,-3.08746
EX31,51.0858,-4.06672
EX32,51.0732,-4.02682
